key,origin,destination,type
visa-requirement-17075,India,Costa Rica,VISA_REQUIRED
visa-requirement-17076,India,Cote d'Ivoire,VISA_REQUIRED
visa-requirement-17077,India,Croatia,VISA_REQUIRED
visa-requirement-17078,India,Cuba,VISA_REQUIRED
visa-requirement-17079,India,Curacao,VISA_REQUIRED
visa-requirement-17080,India,Cyprus,VISA_REQUIRED
visa-requirement-17081,India,Czech Republic,VISA_REQUIRED
visa-requirement-17082,India,Denmark,VISA_REQUIRED
visa-requirement-17083,India,Djibouti,VISA_REQUIRED
visa-requirement-17084,India,Dominica,VISA_FREE
visa-requirement-17085,India,Dominican Republic,VISA_REQUIRED
visa-requirement-17086,India,Ecuador,VISA_REQUIRED
visa-requirement-17087,India,Egypt,VISA_REQUIRED
visa-requirement-17088,India,El Salvador,VISA_FREE
visa-requirement-17089,India,Equatorial Guinea,VISA_REQUIRED
visa-requirement-17090,India,Eritrea,VISA_REQUIRED
visa-requirement-17091,India,Estonia,VISA_REQUIRED
visa-requirement-17092,India,Ethiopia,VISA_FREE
visa-requirement-17093,India,Falkland Islands,VISA_REQUIRED
visa-requirement-17094,India,Faroe Islands,VISA_REQUIRED
visa-requirement-17095,India,Fiji,VISA_FREE
visa-requirement-17096,India,Finland,VISA_REQUIRED
visa-requirement-17097,India,France,VISA_REQUIRED
visa-requirement-17098,India,French Guiana,VISA_REQUIRED
visa-requirement-17099,India,French Polynesia,VISA_REQUIRED
visa-requirement-17100,India,French West Indies,VISA_REQUIRED
visa-requirement-17101,India,Gabon,VISA_FREE
visa-requirement-17102,India,Georgia,VISA_REQUIRED
visa-requirement-17103,India,Germany,VISA_REQUIRED
visa-requirement-17104,India,Ghana,VISA_REQUIRED
visa-requirement-17105,India,Gibraltar,VISA_REQUIRED
visa-requirement-17106,India,Greece,VISA_REQUIRED
visa-requirement-17107,India,Greenland,VISA_REQUIRED
visa-requirement-17108,India,Grenada,VISA_FREE
visa-requirement-17109,India,Guam,VISA_REQUIRED
visa-requirement-17110,India,Guatemala,VISA_REQUIRED
visa-requirement-17111,India,Guinea,VISA_REQUIRED
visa-requirement-17112,India,Guinea-Bissau,VISA_FREE
visa-requirement-17113,India,Guyana,VISA_REQUIRED
visa-requirement-17114,India,Haiti,VISA_FREE
visa-requirement-17115,India,Honduras,VISA_REQUIRED
visa-requirement-17116,India,Hong Kong (SAR China),VISA_REQUIRED
visa-requirement-17117,India,Hungary,VISA_REQUIRED
visa-requirement-17118,India,Iceland,VISA_REQUIRED
visa-requirement-17119,India,India,NOT_APPLICABLE
visa-requirement-17120,India,Indonesia,VISA_FREE
visa-requirement-17121,India,Iran,VISA_FREE
visa-requirement-17122,India,Iraq,VISA_REQUIRED
visa-requirement-17123,India,Ireland,VISA_REQUIRED
visa-requirement-17124,India,Israel,VISA_REQUIRED
visa-requirement-17125,India,Italy,VISA_REQUIRED
visa-requirement-17126,India,Jamaica,VISA_FREE
visa-requirement-17127,India,Japan,VISA_REQUIRED
visa-requirement-17128,India,Jordan,VISA_FREE
visa-requirement-17129,India,Kazakhstan,VISA_FREE
visa-requirement-17130,India,Kenya,VISA_REQUIRED
visa-requirement-17131,India,Kiribati,VISA_REQUIRED
visa-requirement-17132,India,Kosovo,VISA_REQUIRED
visa-requirement-17133,India,Kuwait,VISA_REQUIRED
visa-requirement-17134,India,Kyrgyzstan,VISA_REQUIRED
visa-requirement-17135,India,Laos,VISA_FREE
visa-requirement-17136,India,Latvia,VISA_REQUIRED
visa-requirement-17137,India,Lebanon,VISA_REQUIRED
visa-requirement-17138,India,Lesotho,VISA_REQUIRED
visa-requirement-17139,India,Liberia,VISA_REQUIRED
visa-requirement-17140,India,Libya,VISA_REQUIRED
visa-requirement-17141,India,Liechtenstein,VISA_REQUIRED
visa-requirement-17142,India,Lithuania,VISA_REQUIRED
visa-requirement-17143,India,Luxembourg,VISA_REQUIRED
visa-requirement-17144,India,Macao (SAR China),VISA_FREE
visa-requirement-17145,India,Madagascar,VISA_FREE
visa-requirement-17146,India,Malawi,VISA_REQUIRED
visa-requirement-17147,India,Malaysia,VISA_REQUIRED
visa-requirement-17148,India,Maldives,VISA_FREE
visa-requirement-17149,India,Mali,VISA_REQUIRED
visa-requirement-17150,India,Malta,VISA_REQUIRED
visa-requirement-17151,India,Marshall Islands,VISA_FREE
visa-requirement-17152,India,Mauritania,VISA_FREE
visa-requirement-17153,India,Mauritius,VISA_FREE
visa-requirement-17154,India,Mayotte,VISA_REQUIRED
visa-requirement-17155,India,Mexico,VISA_REQUIRED
visa-requirement-17156,India,Micronesia,VISA_FREE
visa-requirement-17157,India,Moldova,VISA_REQUIRED
visa-requirement-17158,India,Monaco,VISA_REQUIRED
visa-requirement-17159,India,Mongolia,VISA_REQUIRED
visa-requirement-17160,India,Montenegro,VISA_REQUIRED
visa-requirement-17161,India,Montserrat,VISA_FREE
visa-requirement-17162,India,Morocco,VISA_REQUIRED
visa-requirement-17163,India,Mozambique,VISA_FREE
visa-requirement-17164,India,Myanmar,VISA_FREE
visa-requirement-17165,India,Namibia,VISA_REQUIRED
visa-requirement-17166,India,Nauru,VISA_REQUIRED
visa-requirement-17167,India,Nepal,VISA_FREE
visa-requirement-17168,India,Netherlands,VISA_REQUIRED
visa-requirement-17169,India,New Caledonia,VISA_REQUIRED
visa-requirement-17170,India,New Zealand,VISA_REQUIRED
visa-requirement-17171,India,Nicaragua,VISA_REQUIRED
visa-requirement-17172,India,Niger,VISA_REQUIRED
visa-requirement-17173,India,Nigeria,VISA_REQUIRED
visa-requirement-17174,India,Niue,VISA_FREE
visa-requirement-17175,India,North Korea,VISA_REQUIRED
visa-requirement-17176,India,North Macedonia,VISA_REQUIRED
visa-requirement-17177,India,Northern Mariana Islands,VISA_REQUIRED
visa-requirement-17178,India,Norway,VISA_REQUIRED
visa-requirement-17179,India,Oman,VISA_FREE
visa-requirement-17180,India,Pakistan,VISA_REQUIRED
visa-requirement-17181,India,Palau Islands,VISA_FREE
visa-requirement-17182,India,Palestinian Territory,VISA_REQUIRED
visa-requirement-17183,India,Panama,VISA_REQUIRED
visa-requirement-17184,India,Papua New Guinea,VISA_REQUIRED
visa-requirement-17185,India,Paraguay,VISA_REQUIRED
visa-requirement-17186,India,Peru,VISA_REQUIRED
visa-requirement-17187,India,Philippines,VISA_REQUIRED
visa-requirement-17188,India,Poland,VISA_REQUIRED
visa-requirement-17189,India,Portugal,VISA_REQUIRED
visa-requirement-17190,India,Puerto Rico,VISA_REQUIRED
visa-requirement-17191,India,Qatar,VISA_FREE
visa-requirement-17192,India,Reunion,VISA_REQUIRED
visa-requirement-17193,India,Romania,VISA_REQUIRED
visa-requirement-17194,India,Russian Federation,VISA_REQUIRED
visa-requirement-17195,India,Rwanda,VISA_FREE
visa-requirement-17196,India,Samoa,VISA_FREE
visa-requirement-17197,India,San Marino,VISA_REQUIRED
visa-requirement-17198,India,Sao Tome and Principe,VISA_REQUIRED
visa-requirement-17199,India,Saudi Arabia,VISA_REQUIRED
visa-requirement-17200,India,Senegal,VISA_FREE
visa-requirement-17201,India,Serbia,VISA_REQUIRED
visa-requirement-17202,India,Seychelles,VISA_FREE
visa-requirement-17203,India,Sierra Leone,VISA_FREE
visa-requirement-17204,India,Singapore,VISA_REQUIRED
visa-requirement-17205,India,Slovakia,VISA_REQUIRED
visa-requirement-17206,India,Slovenia,VISA_REQUIRED
visa-requirement-17207,India,Solomon Islands,VISA_REQUIRED
visa-requirement-17208,India,Somalia,VISA_FREE
visa-requirement-17209,India,South Africa,VISA_REQUIRED
visa-requirement-17210,India,South Korea,VISA_REQUIRED
visa-requirement-17211,India,South Sudan,VISA_REQUIRED
visa-requirement-17212,India,Spain,VISA_REQUIRED
visa-requirement-17213,India,Sri Lanka,VISA_FREE
visa-requirement-17214,India,St. Helena,VISA_REQUIRED
visa-requirement-17215,India,St. Kitts and Nevis,VISA_FREE
visa-requirement-17216,India,St. Lucia,VISA_FREE
visa-requirement-17217,India,St. Maarten,VISA_REQUIRED
visa-requirement-17218,India,St. Vincent and the Grenadines,VISA_FREE
visa-requirement-17219,India,Sudan,VISA_REQUIRED
visa-requirement-17220,India,Suriname,VISA_REQUIRED
visa-requirement-17221,India,Sweden,VISA_REQUIRED
visa-requirement-17222,India,Switzerland,VISA_REQUIRED
visa-requirement-17223,India,Syria,VISA_REQUIRED
visa-requirement-17224,India,Taiwan (Chinese Taipei),VISA_REQUIRED
visa-requirement-17225,India,Tajikistan,VISA_REQUIRED
visa-requirement-17226,India,Tanzania,VISA_FREE
visa-requirement-17227,India,Thailand,VISA_FREE
visa-requirement-17228,India,The Gambia,VISA_REQUIRED
visa-requirement-17229,India,Timor-Leste,VISA_FREE
visa-requirement-17230,India,Togo,VISA_FREE
visa-requirement-17231,India,Tonga,VISA_REQUIRED
visa-requirement-17232,India,Trinidad and Tobago,VISA_FREE
visa-requirement-17233,India,Tunisia,VISA_FREE
visa-requirement-17234,India,Turkmenistan,VISA_REQUIRED
visa-requirement-17235,India,Turks and Caicos Islands,VISA_REQUIRED
visa-requirement-17236,India,Tuvalu,VISA_FREE
visa-requirement-17237,India,Türkiye,VISA_REQUIRED
visa-requirement-17238,India,US Virgin Islands,VISA_REQUIRED
visa-requirement-17239,India,Uganda,VISA_FREE
visa-requirement-17240,India,Ukraine,VISA_REQUIRED
visa-requirement-17241,India,United Arab Emirates,VISA_REQUIRED
visa-requirement-17242,India,United Kingdom,VISA_REQUIRED
visa-requirement-17243,India,United States,VISA_REQUIRED
visa-requirement-17244,India,Uruguay,VISA_REQUIRED
visa-requirement-17245,India,Uzbekistan,VISA_REQUIRED
visa-requirement-17246,India,Vanuatu,VISA_FREE
visa-requirement-17247,India,Vatican City,VISA_REQUIRED
visa-requirement-17248,India,Venezuela,VISA_REQUIRED
visa-requirement-17249,India,Vietnam,VISA_REQUIRED
visa-requirement-17250,India,Yemen,VISA_REQUIRED
visa-requirement-17251,India,Zambia,VISA_REQUIRED
visa-requirement-17252,India,Zimbabwe,VISA_FREE
visa-requirement-17253,India,eSwatini,VISA_REQUIRED
visa-requirement-17254,Indonesia,Afghanistan,VISA_REQUIRED
visa-requirement-17255,Indonesia,Albania,VISA_REQUIRED
visa-requirement-17256,Indonesia,Algeria,VISA_REQUIRED
visa-requirement-17257,Indonesia,American Samoa,VISA_REQUIRED
visa-requirement-17258,Indonesia,Andorra,VISA_REQUIRED
visa-requirement-17259,Indonesia,Angola,VISA_REQUIRED
visa-requirement-17260,Indonesia,Anguilla,VISA_REQUIRED
visa-requirement-17261,Indonesia,Antigua and Barbuda,VISA_REQUIRED
visa-requirement-17262,Indonesia,Argentina,VISA_REQUIRED
visa-requirement-17263,Indonesia,Armenia,VISA_FREE
visa-requirement-17264,Indonesia,Aruba,VISA_REQUIRED
visa-requirement-17265,Indonesia,Australia,VISA_REQUIRED
visa-requirement-17266,Indonesia,Austria,VISA_REQUIRED
visa-requirement-17267,Indonesia,Azerbaijan,VISA_FREE
visa-requirement-17268,Indonesia,Bahamas,VISA_REQUIRED
visa-requirement-17269,Indonesia,Bahrain,VISA_REQUIRED
visa-requirement-17270,Indonesia,Bangladesh,VISA_REQUIRED
visa-requirement-17271,Indonesia,Barbados,VISA_FREE
visa-requirement-17272,Indonesia,Belarus,VISA_FREE
visa-requirement-17273,Indonesia,Belgium,VISA_REQUIRED
visa-requirement-17274,Indonesia,Belize,VISA_REQUIRED
visa-requirement-17275,Indonesia,Benin,VISA_REQUIRED
visa-requirement-17276,Indonesia,Bermuda,VISA_REQUIRED
visa-requirement-17277,Indonesia,Bhutan,VISA_REQUIRED
visa-requirement-17278,Indonesia,Bolivia,VISA_REQUIRED
visa-requirement-17279,Indonesia,Bonaire; St. Eustatius and Saba,VISA_REQUIRED
visa-requirement-17280,Indonesia,Bosnia and Herzegovina,VISA_REQUIRED
visa-requirement-17281,Indonesia,Botswana,VISA_REQUIRED
visa-requirement-17282,Indonesia,Brazil,VISA_FREE
visa-requirement-17283,Indonesia,British Virgin Islands,VISA_REQUIRED
visa-requirement-17284,Indonesia,Brunei,VISA_FREE
visa-requirement-17285,Indonesia,Bulgaria,VISA_REQUIRED
visa-requirement-17286,Indonesia,Burkina Faso,VISA_REQUIRED
visa-requirement-17287,Indonesia,Burundi,VISA_FREE
visa-requirement-17288,Indonesia,Cambodia,VISA_FREE
visa-requirement-17289,Indonesia,Cameroon,VISA_REQUIRED
visa-requirement-17290,Indonesia,Canada,VISA_REQUIRED
visa-requirement-17291,Indonesia,Cape Verde Islands,VISA_FREE
visa-requirement-17292,Indonesia,Cayman Islands,VISA_REQUIRED
visa-requirement-17293,Indonesia,Central African Republic,VISA_REQUIRED
visa-requirement-17294,Indonesia,Chad,VISA_REQUIRED
visa-requirement-17295,Indonesia,Chile,VISA_FREE
visa-requirement-17296,Indonesia,China,VISA_REQUIRED
visa-requirement-17297,Indonesia,Colombia,VISA_FREE
visa-requirement-17298,Indonesia,Comoro Islands,VISA_FREE
visa-requirement-17299,Indonesia,Congo (Dem. Rep.),VISA_REQUIRED
visa-requirement-17300,Indonesia,Congo (Rep.),VISA_REQUIRED
visa-requirement-17301,Indonesia,Cook Islands,VISA_FREE
visa-requirement-17302,Indonesia,Costa Rica,VISA_REQUIRED
visa-requirement-17303,Indonesia,Cote d'Ivoire,VISA_REQUIRED
visa-requirement-17304,Indonesia,Croatia,VISA_REQUIRED
visa-requirement-17305,Indonesia,Cuba,VISA_REQUIRED
visa-requirement-17306,Indonesia,Curacao,VISA_REQUIRED
visa-requirement-17307,Indonesia,Cyprus,VISA_REQUIRED
visa-requirement-17308,Indonesia,Czech Republic,VISA_REQUIRED
visa-requirement-17309,Indonesia,Denmark,VISA_REQUIRED
visa-requirement-17310,Indonesia,Djibouti,VISA_REQUIRED
visa-requirement-17311,Indonesia,Dominica,VISA_FREE
visa-requirement-17312,Indonesia,Dominican Republic,VISA_REQUIRED
visa-requirement-17313,Indonesia,Ecuador,VISA_FREE
visa-requirement-17314,Indonesia,Egypt,VISA_REQUIRED
visa-requirement-17315,Indonesia,El Salvador,VISA_REQUIRED
visa-requirement-17316,Indonesia,Equatorial Guinea,VISA_REQUIRED
visa-requirement-17317,Indonesia,Eritrea,VISA_REQUIRED
visa-requirement-17318,Indonesia,Estonia,VISA_REQUIRED
visa-requirement-17319,Indonesia,Ethiopia,VISA_REQUIRED
visa-requirement-17320,Indonesia,Falkland Islands,VISA_REQUIRED
visa-requirement-17321,Indonesia,Faroe Islands,VISA_REQUIRED
visa-requirement-17322,Indonesia,Fiji,VISA_FREE
visa-requirement-17323,Indonesia,Finland,VISA_REQUIRED
visa-requirement-17324,Indonesia,France,VISA_REQUIRED
visa-requirement-17325,Indonesia,French Guiana,VISA_REQUIRED
visa-requirement-17326,Indonesia,French Polynesia,VISA_REQUIRED
visa-requirement-17327,Indonesia,French West Indies,VISA_REQUIRED
visa-requirement-17328,Indonesia,Gabon,VISA_FREE
visa-requirement-17329,Indonesia,Georgia,VISA_REQUIRED
visa-requirement-17330,Indonesia,Germany,VISA_REQUIRED
visa-requirement-17331,Indonesia,Ghana,VISA_REQUIRED
visa-requirement-17332,Indonesia,Gibraltar,VISA_REQUIRED
visa-requirement-17333,Indonesia,Greece,VISA_REQUIRED
visa-requirement-17334,Indonesia,Greenland,VISA_REQUIRED
visa-requirement-17335,Indonesia,Grenada,VISA_REQUIRED
visa-requirement-17336,Indonesia,Guam,VISA_REQUIRED
visa-requirement-17337,Indonesia,Guatemala,VISA_REQUIRED
visa-requirement-17338,Indonesia,Guinea,VISA_REQUIRED
visa-requirement-17339,Indonesia,Guinea-Bissau,VISA_FREE
visa-requirement-17340,Indonesia,Guyana,VISA_FREE
visa-requirement-17341,Indonesia,Haiti,VISA_FREE
visa-requirement-17342,Indonesia,Honduras,VISA_REQUIRED
visa-requirement-17343,Indonesia,Hong Kong (SAR China),VISA_FREE
visa-requirement-17344,Indonesia,Hungary,VISA_REQUIRED
visa-requirement-17345,Indonesia,Iceland,VISA_REQUIRED
visa-requirement-17346,Indonesia,India,VISA_REQUIRED
visa-requirement-17347,Indonesia,Indonesia,NOT_APPLICABLE
visa-requirement-17348,Indonesia,Iran,VISA_FREE
visa-requirement-17349,Indonesia,Iraq,VISA_REQUIRED
visa-requirement-17350,Indonesia,Ireland,VISA_REQUIRED
visa-requirement-17351,Indonesia,Israel,VISA_REQUIRED
visa-requirement-17352,Indonesia,Italy,VISA_REQUIRED
visa-requirement-17353,Indonesia,Jamaica,VISA_REQUIRED
visa-requirement-17354,Indonesia,Japan,VISA_FREE
visa-requirement-17355,Indonesia,Jordan,VISA_FREE
visa-requirement-17356,Indonesia,Kazakhstan,VISA_FREE
visa-requirement-17357,Indonesia,Kenya,VISA_REQUIRED
visa-requirement-17358,Indonesia,Kiribati,VISA_REQUIRED
visa-requirement-17359,Indonesia,Kosovo,VISA_REQUIRED
visa-requirement-17360,Indonesia,Kuwait,VISA_REQUIRED
visa-requirement-17361,Indonesia,Kyrgyzstan,VISA_FREE
visa-requirement-17362,Indonesia,Laos,VISA_FREE
visa-requirement-17363,Indonesia,Latvia,VISA_REQUIRED
visa-requirement-17364,Indonesia,Lebanon,VISA_REQUIRED
visa-requirement-17365,Indonesia,Lesotho,VISA_REQUIRED
visa-requirement-17366,Indonesia,Liberia,VISA_REQUIRED
visa-requirement-17367,Indonesia,Libya,VISA_REQUIRED
visa-requirement-17368,Indonesia,Liechtenstein,VISA_REQUIRED
visa-requirement-17369,Indonesia,Lithuania,VISA_REQUIRED
visa-requirement-17370,Indonesia,Luxembourg,VISA_REQUIRED
visa-requirement-17371,Indonesia,Macao (SAR China),VISA_FREE
visa-requirement-17372,Indonesia,Madagascar,VISA_FREE
visa-requirement-17373,Indonesia,Malawi,VISA_FREE
visa-requirement-17374,Indonesia,Malaysia,VISA_FREE
visa-requirement-17375,Indonesia,Maldives,VISA_FREE
visa-requirement-17376,Indonesia,Mali,VISA_FREE
visa-requirement-17377,Indonesia,Malta,VISA_REQUIRED
visa-requirement-17378,Indonesia,Marshall Islands,VISA_FREE
visa-requirement-17379,Indonesia,Mauritania,VISA_FREE
visa-requirement-17380,Indonesia,Mauritius,VISA_FREE
visa-requirement-17381,Indonesia,Mayotte,VISA_REQUIRED
visa-requirement-17382,Indonesia,Mexico,VISA_REQUIRED
visa-requirement-17383,Indonesia,Micronesia,VISA_FREE
visa-requirement-17384,Indonesia,Moldova,VISA_REQUIRED
visa-requirement-17385,Indonesia,Monaco,VISA_REQUIRED
visa-requirement-17386,Indonesia,Mongolia,VISA_REQUIRED
visa-requirement-17387,Indonesia,Montenegro,VISA_REQUIRED
visa-requirement-17388,Indonesia,Montserrat,VISA_REQUIRED
visa-requirement-17389,Indonesia,Morocco,VISA_FREE
visa-requirement-17390,Indonesia,Mozambique,VISA_FREE
visa-requirement-17391,Indonesia,Myanmar,VISA_FREE
visa-requirement-17392,Indonesia,Namibia,VISA_FREE
visa-requirement-17393,Indonesia,Nauru,VISA_REQUIRED
visa-requirement-17394,Indonesia,Nepal,VISA_FREE
visa-requirement-17395,Indonesia,Netherlands,VISA_REQUIRED
visa-requirement-17396,Indonesia,New Caledonia,VISA_REQUIRED
visa-requirement-17397,Indonesia,New Zealand,VISA_REQUIRED
visa-requirement-17398,Indonesia,Nicaragua,VISA_FREE
visa-requirement-17399,Indonesia,Niger,VISA_REQUIRED
visa-requirement-17400,Indonesia,Nigeria,VISA_REQUIRED
visa-requirement-17401,Indonesia,Niue,VISA_FREE
visa-requirement-17402,Indonesia,North Korea,VISA_REQUIRED
visa-requirement-17403,Indonesia,North Macedonia,VISA_REQUIRED
visa-requirement-17404,Indonesia,Northern Mariana Islands,VISA_REQUIRED
visa-requirement-17405,Indonesia,Norway,VISA_REQUIRED
visa-requirement-17406,Indonesia,Oman,VISA_FREE
visa-requirement-17407,Indonesia,Pakistan,VISA_FREE
visa-requirement-17408,Indonesia,Palau Islands,VISA_FREE
visa-requirement-17409,Indonesia,Palestinian Territory,VISA_REQUIRED
visa-requirement-17410,Indonesia,Panama,VISA_REQUIRED
visa-requirement-17411,Indonesia,Papua New Guinea,VISA_FREE
visa-requirement-17412,Indonesia,Paraguay,VISA_REQUIRED
visa-requirement-17413,Indonesia,Peru,VISA_FREE
visa-requirement-17414,Indonesia,Philippines,VISA_FREE
visa-requirement-17415,Indonesia,Poland,VISA_REQUIRED
visa-requirement-17416,Indonesia,Portugal,VISA_REQUIRED
visa-requirement-17417,Indonesia,Puerto Rico,VISA_REQUIRED
visa-requirement-17418,Indonesia,Qatar,VISA_FREE
visa-requirement-17419,Indonesia,Reunion,VISA_REQUIRED
visa-requirement-17420,Indonesia,Romania,VISA_REQUIRED
visa-requirement-17421,Indonesia,Russian Federation,VISA_REQUIRED
visa-requirement-17422,Indonesia,Rwanda,VISA_FREE
visa-requirement-17423,Indonesia,Samoa,VISA_FREE
visa-requirement-17424,Indonesia,San Marino,VISA_REQUIRED
visa-requirement-17425,Indonesia,Sao Tome and Principe,VISA_REQUIRED
visa-requirement-17426,Indonesia,Saudi Arabia,VISA_REQUIRED
visa-requirement-17427,Indonesia,Senegal,VISA_FREE
visa-requirement-17428,Indonesia,Serbia,VISA_FREE
visa-requirement-17429,Indonesia,Seychelles,VISA_FREE
visa-requirement-17430,Indonesia,Sierra Leone,VISA_FREE
visa-requirement-17431,Indonesia,Singapore,VISA_FREE
visa-requirement-17432,Indonesia,Slovakia,VISA_REQUIRED
visa-requirement-17433,Indonesia,Slovenia,VISA_REQUIRED
visa-requirement-17434,Indonesia,Solomon Islands,VISA_REQUIRED
visa-requirement-17435,Indonesia,Somalia,VISA_FREE
visa-requirement-17436,Indonesia,South Africa,VISA_REQUIRED
visa-requirement-17437,Indonesia,South Korea,VISA_REQUIRED
visa-requirement-17438,Indonesia,South Sudan,VISA_REQUIRED
visa-requirement-17439,Indonesia,Spain,VISA_REQUIRED
visa-requirement-17440,Indonesia,Sri Lanka,VISA_FREE
visa-requirement-17441,Indonesia,St. Helena,VISA_REQUIRED
visa-requirement-17442,Indonesia,St. Kitts and Nevis,VISA_REQUIRED
visa-requirement-17443,Indonesia,St. Lucia,VISA_REQUIRED
visa-requirement-17444,Indonesia,St. Maarten,VISA_REQUIRED
visa-requirement-17445,Indonesia,St. Vincent and the Grenadines,VISA_FREE
visa-requirement-17446,Indonesia,Sudan,VISA_REQUIRED
visa-requirement-17447,Indonesia,Suriname,VISA_FREE
visa-requirement-17448,Indonesia,Sweden,VISA_REQUIRED
visa-requirement-17449,Indonesia,Switzerland,VISA_REQUIRED
visa-requirement-17450,Indonesia,Syria,VISA_REQUIRED
visa-requirement-17451,Indonesia,Taiwan (Chinese Taipei),VISA_REQUIRED
visa-requirement-17452,Indonesia,Tajikistan,VISA_FREE
visa-requirement-17453,Indonesia,Tanzania,VISA_FREE
visa-requirement-17454,Indonesia,Thailand,VISA_FREE
visa-requirement-17455,Indonesia,The Gambia,VISA_FREE
visa-requirement-17456,Indonesia,Timor-Leste,VISA_FREE
visa-requirement-17457,Indonesia,Togo,VISA_FREE
visa-requirement-17458,Indonesia,Tonga,VISA_REQUIRED
visa-requirement-17459,Indonesia,Trinidad and Tobago,VISA_REQUIRED
visa-requirement-17460,Indonesia,Tunisia,VISA_REQUIRED
visa-requirement-17461,Indonesia,Turkmenistan,VISA_REQUIRED
visa-requirement-17462,Indonesia,Turks and Caicos Islands,VISA_REQUIRED
visa-requirement-17463,Indonesia,Tuvalu,VISA_FREE
visa-requirement-17464,Indonesia,Türkiye,VISA_REQUIRED
visa-requirement-17465,Indonesia,US Virgin Islands,VISA_REQUIRED
visa-requirement-17466,Indonesia,Uganda,VISA_FREE
visa-requirement-17467,Indonesia,Ukraine,VISA_REQUIRED
visa-requirement-17468,Indonesia,United Arab Emirates,VISA_REQUIRED
visa-requirement-17469,Indonesia,United Kingdom,VISA_REQUIRED
visa-requirement-17470,Indonesia,United States,VISA_REQUIRED
visa-requirement-17471,Indonesia,Uruguay,VISA_REQUIRED
visa-requirement-17472,Indonesia,Uzbekistan,VISA_FREE
visa-requirement-17473,Indonesia,Vanuatu,VISA_REQUIRED
visa-requirement-17474,Indonesia,Vatican City,VISA_REQUIRED
visa-requirement-17475,Indonesia,Venezuela,VISA_REQUIRED
visa-requirement-17476,Indonesia,Vietnam,VISA_FREE
visa-requirement-17477,Indonesia,Yemen,VISA_REQUIRED
visa-requirement-17478,Indonesia,Zambia,VISA_REQUIRED
visa-requirement-17479,Indonesia,Zimbabwe,VISA_FREE
visa-requirement-17480,Indonesia,eSwatini,VISA_REQUIRED
visa-requirement-17481,Iran,Afghanistan,VISA_REQUIRED
visa-requirement-17482,Iran,Albania,VISA_REQUIRED
visa-requirement-17483,Iran,Algeria,VISA_REQUIRED
visa-requirement-17484,Iran,American Samoa,VISA_REQUIRED
visa-requirement-17485,Iran,Andorra,VISA_REQUIRED
visa-requirement-17486,Iran,Angola,VISA_REQUIRED
visa-requirement-17487,Iran,Anguilla,VISA_REQUIRED
visa-requirement-17488,Iran,Antigua and Barbuda,VISA_REQUIRED
visa-requirement-17489,Iran,Argentina,VISA_REQUIRED
visa-requirement-17490,Iran,Armenia,VISA_FREE
visa-requirement-17491,Iran,Aruba,VISA_REQUIRED
visa-requirement-17492,Iran,Australia,VISA_REQUIRED
visa-requirement-17493,Iran,Austria,VISA_REQUIRED
visa-requirement-17494,Iran,Azerbaijan,VISA_FREE
visa-requirement-17495,Iran,Bahamas,VISA_REQUIRED
visa-requirement-17496,Iran,Bahrain,VISA_REQUIRED
visa-requirement-17497,Iran,Bangladesh,VISA_REQUIRED
visa-requirement-17498,Iran,Barbados,VISA_REQUIRED
visa-requirement-17499,Iran,Belarus,VISA_REQUIRED
visa-requirement-17500,Iran,Belgium,VISA_REQUIRED
visa-requirement-17501,Iran,Belize,VISA_REQUIRED
visa-requirement-17502,Iran,Benin,VISA_REQUIRED
visa-requirement-17503,Iran,Bermuda,VISA_REQUIRED
visa-requirement-17504,Iran,Bhutan,VISA_REQUIRED
visa-requirement-17505,Iran,Bolivia,VISA_FREE
visa-requirement-17506,Iran,Bonaire; St. Eustatius and Saba,VISA_REQUIRED
visa-requirement-17507,Iran,Bosnia and Herzegovina,VISA_REQUIRED
visa-requirement-17508,Iran,Botswana,VISA_REQUIRED
visa-requirement-17509,Iran,Brazil,VISA_REQUIRED
visa-requirement-17510,Iran,British Virgin Islands,VISA_REQUIRED
visa-requirement-17511,Iran,Brunei,VISA_REQUIRED
visa-requirement-17512,Iran,Bulgaria,VISA_REQUIRED
visa-requirement-17513,Iran,Burkina Faso,VISA_REQUIRED
visa-requirement-17514,Iran,Burundi,VISA_FREE
visa-requirement-17515,Iran,Cambodia,VISA_FREE
visa-requirement-17516,Iran,Cameroon,VISA_REQUIRED
visa-requirement-17517,Iran,Canada,VISA_REQUIRED
visa-requirement-17518,Iran,Cape Verde Islands,VISA_FREE
visa-requirement-17519,Iran,Cayman Islands,VISA_REQUIRED
visa-requirement-17520,Iran,Central African Republic,VISA_REQUIRED
visa-requirement-17521,Iran,Chad,VISA_REQUIRED
visa-requirement-17522,Iran,Chile,VISA_REQUIRED
visa-requirement-17523,Iran,China,VISA_REQUIRED
visa-requirement-17524,Iran,Colombia,VISA_REQUIRED
visa-requirement-17525,Iran,Comoro Islands,VISA_FREE
visa-requirement-17526,Iran,Congo (Dem. Rep.),VISA_REQUIRED
visa-requirement-17527,Iran,Congo (Rep.),VISA_REQUIRED
visa-requirement-17528,Iran,Cook Islands,VISA_FREE
visa-requirement-17529,Iran,Costa Rica,VISA_REQUIRED
visa-requirement-17530,Iran,Cote d'Ivoire,VISA_REQUIRED
visa-requirement-17531,Iran,Croatia,VISA_REQUIRED
visa-requirement-17532,Iran,Cuba,VISA_REQUIRED
