key,origin,destination,type
visa-requirement-12869,Ethiopia,Palestinian Territory,VISA_REQUIRED
visa-requirement-12870,Ethiopia,Panama,VISA_REQUIRED
visa-requirement-12871,Ethiopia,Papua New Guinea,VISA_REQUIRED
visa-requirement-12872,Ethiopia,Paraguay,VISA_REQUIRED
visa-requirement-12873,Ethiopia,Peru,VISA_REQUIRED
visa-requirement-12874,Ethiopia,Philippines,VISA_FREE
visa-requirement-12875,Ethiopia,Poland,VISA_REQUIRED
visa-requirement-12876,Ethiopia,Portugal,VISA_REQUIRED
visa-requirement-12877,Ethiopia,Puerto Rico,VISA_REQUIRED
visa-requirement-12878,Ethiopia,Qatar,VISA_REQUIRED
visa-requirement-12879,Ethiopia,Reunion,VISA_REQUIRED
visa-requirement-12880,Ethiopia,Romania,VISA_REQUIRED
visa-requirement-12881,Ethiopia,Russian Federation,VISA_REQUIRED
visa-requirement-12882,Ethiopia,Rwanda,VISA_FREE
visa-requirement-12883,Ethiopia,Samoa,VISA_FREE
visa-requirement-12884,Ethiopia,San Marino,VISA_REQUIRED
visa-requirement-12885,Ethiopia,Sao Tome and Principe,VISA_REQUIRED
visa-requirement-12886,Ethiopia,Saudi Arabia,VISA_REQUIRED
visa-requirement-12887,Ethiopia,Senegal,VISA_FREE
visa-requirement-12888,Ethiopia,Serbia,VISA_REQUIRED
visa-requirement-12889,Ethiopia,Seychelles,VISA_FREE
visa-requirement-12890,Ethiopia,Sierra Leone,VISA_REQUIRED
visa-requirement-12891,Ethiopia,Singapore,VISA_FREE
visa-requirement-12892,Ethiopia,Slovakia,VISA_REQUIRED
visa-requirement-12893,Ethiopia,Slovenia,VISA_REQUIRED
visa-requirement-12894,Ethiopia,Solomon Islands,VISA_REQUIRED
visa-requirement-12895,Ethiopia,Somalia,VISA_FREE
visa-requirement-12896,Ethiopia,South Africa,VISA_REQUIRED
visa-requirement-12897,Ethiopia,South Korea,VISA_REQUIRED
visa-requirement-12898,Ethiopia,South Sudan,VISA_FREE
visa-requirement-12899,Ethiopia,Spain,VISA_REQUIRED
visa-requirement-12900,Ethiopia,Sri Lanka,VISA_FREE
visa-requirement-12901,Ethiopia,St. Helena,VISA_REQUIRED
visa-requirement-12902,Ethiopia,St. Kitts and Nevis,VISA_REQUIRED
visa-requirement-12903,Ethiopia,St. Lucia,VISA_FREE
visa-requirement-12904,Ethiopia,St. Maarten,VISA_REQUIRED
visa-requirement-12905,Ethiopia,St. Vincent and the Grenadines,VISA_FREE
visa-requirement-12906,Ethiopia,Sudan,VISA_REQUIRED
visa-requirement-12907,Ethiopia,Suriname,VISA_FREE
visa-requirement-12908,Ethiopia,Sweden,VISA_REQUIRED
visa-requirement-12909,Ethiopia,Switzerland,VISA_REQUIRED
visa-requirement-12910,Ethiopia,Syria,VISA_REQUIRED
visa-requirement-12911,Ethiopia,Taiwan (Chinese Taipei),VISA_REQUIRED
visa-requirement-12912,Ethiopia,Tajikistan,VISA_REQUIRED
visa-requirement-12913,Ethiopia,Tanzania,VISA_REQUIRED
visa-requirement-12914,Ethiopia,Thailand,VISA_FREE
visa-requirement-12915,Ethiopia,The Gambia,VISA_FREE
visa-requirement-12916,Ethiopia,Timor-Leste,VISA_FREE
visa-requirement-12917,Ethiopia,Togo,VISA_FREE
visa-requirement-12918,Ethiopia,Tonga,VISA_REQUIRED
visa-requirement-12919,Ethiopia,Trinidad and Tobago,VISA_REQUIRED
visa-requirement-12920,Ethiopia,Tunisia,VISA_REQUIRED
visa-requirement-12921,Ethiopia,Turkmenistan,VISA_REQUIRED
visa-requirement-12922,Ethiopia,Turks and Caicos Islands,VISA_REQUIRED
visa-requirement-12923,Ethiopia,Tuvalu,VISA_FREE
visa-requirement-12924,Ethiopia,Türkiye,VISA_REQUIRED
visa-requirement-12925,Ethiopia,US Virgin Islands,VISA_REQUIRED
visa-requirement-12926,Ethiopia,Uganda,VISA_FREE
visa-requirement-12927,Ethiopia,Ukraine,VISA_REQUIRED
visa-requirement-12928,Ethiopia,United Arab Emirates,VISA_REQUIRED
visa-requirement-12929,Ethiopia,United Kingdom,VISA_REQUIRED
visa-requirement-12930,Ethiopia,United States,VISA_REQUIRED
visa-requirement-12931,Ethiopia,Uruguay,VISA_REQUIRED
visa-requirement-12932,Ethiopia,Uzbekistan,VISA_REQUIRED
visa-requirement-12933,Ethiopia,Vanuatu,VISA_REQUIRED
visa-requirement-12934,Ethiopia,Vatican City,VISA_REQUIRED
visa-requirement-12935,Ethiopia,Venezuela,VISA_REQUIRED
visa-requirement-12936,Ethiopia,Vietnam,VISA_REQUIRED
visa-requirement-12937,Ethiopia,Yemen,VISA_REQUIRED
visa-requirement-12938,Ethiopia,Zambia,VISA_REQUIRED
visa-requirement-12939,Ethiopia,Zimbabwe,VISA_FREE
visa-requirement-12940,Ethiopia,eSwatini,VISA_REQUIRED
visa-requirement-12941,Fiji,Afghanistan,VISA_REQUIRED
visa-requirement-12942,Fiji,Albania,VISA_REQUIRED
visa-requirement-12943,Fiji,Algeria,VISA_REQUIRED
visa-requirement-12944,Fiji,American Samoa,VISA_REQUIRED
visa-requirement-12945,Fiji,Andorra,VISA_REQUIRED
visa-requirement-12946,Fiji,Angola,VISA_REQUIRED
visa-requirement-12947,Fiji,Anguilla,VISA_REQUIRED
visa-requirement-12948,Fiji,Antigua and Barbuda,VISA_FREE
visa-requirement-12949,Fiji,Argentina,VISA_FREE
visa-requirement-12950,Fiji,Armenia,VISA_FREE
visa-requirement-12951,Fiji,Aruba,VISA_REQUIRED
visa-requirement-12952,Fiji,Australia,VISA_REQUIRED
visa-requirement-12953,Fiji,Austria,VISA_REQUIRED
visa-requirement-12954,Fiji,Azerbaijan,VISA_REQUIRED
visa-requirement-12955,Fiji,Bahamas,VISA_FREE
visa-requirement-12956,Fiji,Bahrain,VISA_REQUIRED
visa-requirement-12957,Fiji,Bangladesh,VISA_FREE
visa-requirement-12958,Fiji,Barbados,VISA_FREE
visa-requirement-12959,Fiji,Belarus,VISA_REQUIRED
visa-requirement-12960,Fiji,Belgium,VISA_REQUIRED
visa-requirement-12961,Fiji,Belize,VISA_FREE
visa-requirement-12962,Fiji,Benin,VISA_REQUIRED
visa-requirement-12963,Fiji,Bermuda,VISA_REQUIRED
visa-requirement-12964,Fiji,Bhutan,VISA_REQUIRED
visa-requirement-12965,Fiji,Bolivia,VISA_FREE
visa-requirement-12966,Fiji,Bonaire; St. Eustatius and Saba,VISA_REQUIRED
visa-requirement-12967,Fiji,Bosnia and Herzegovina,VISA_REQUIRED
visa-requirement-12968,Fiji,Botswana,VISA_REQUIRED
visa-requirement-12969,Fiji,Brazil,VISA_FREE
visa-requirement-12970,Fiji,British Virgin Islands,VISA_FREE
visa-requirement-12971,Fiji,Brunei,VISA_REQUIRED
visa-requirement-12972,Fiji,Bulgaria,VISA_REQUIRED
visa-requirement-12973,Fiji,Burkina Faso,VISA_REQUIRED
visa-requirement-12974,Fiji,Burundi,VISA_FREE
visa-requirement-12975,Fiji,Cambodia,VISA_FREE
visa-requirement-12976,Fiji,Cameroon,VISA_REQUIRED
visa-requirement-12977,Fiji,Canada,VISA_REQUIRED
visa-requirement-12978,Fiji,Cape Verde Islands,VISA_FREE
visa-requirement-12979,Fiji,Cayman Islands,VISA_FREE
visa-requirement-12980,Fiji,Central African Republic,VISA_REQUIRED
visa-requirement-12981,Fiji,Chad,VISA_REQUIRED
visa-requirement-12982,Fiji,Chile,VISA_FREE
visa-requirement-12983,Fiji,China,VISA_FREE
visa-requirement-12984,Fiji,Colombia,VISA_FREE
visa-requirement-12985,Fiji,Comoro Islands,VISA_FREE
visa-requirement-12986,Fiji,Congo (Dem. Rep.),VISA_REQUIRED
visa-requirement-12987,Fiji,Congo (Rep.),VISA_REQUIRED
visa-requirement-12988,Fiji,Cook Islands,VISA_FREE
visa-requirement-12989,Fiji,Costa Rica,VISA_FREE
visa-requirement-12990,Fiji,Cote d'Ivoire,VISA_REQUIRED
visa-requirement-12991,Fiji,Croatia,VISA_REQUIRED
visa-requirement-12992,Fiji,Cuba,VISA_REQUIRED
visa-requirement-12993,Fiji,Curacao,VISA_REQUIRED
visa-requirement-12994,Fiji,Cyprus,VISA_REQUIRED
visa-requirement-12995,Fiji,Czech Republic,VISA_REQUIRED
visa-requirement-12996,Fiji,Denmark,VISA_REQUIRED
visa-requirement-12997,Fiji,Djibouti,VISA_REQUIRED
visa-requirement-12998,Fiji,Dominica,VISA_FREE
visa-requirement-12999,Fiji,Dominican Republic,VISA_FREE
visa-requirement-13000,Fiji,Ecuador,VISA_FREE
visa-requirement-13001,Fiji,Egypt,VISA_FREE
visa-requirement-13002,Fiji,El Salvador,VISA_FREE
visa-requirement-13003,Fiji,Equatorial Guinea,VISA_REQUIRED
visa-requirement-13004,Fiji,Eritrea,VISA_REQUIRED
visa-requirement-13005,Fiji,Estonia,VISA_REQUIRED
visa-requirement-13006,Fiji,Ethiopia,VISA_REQUIRED
visa-requirement-13007,Fiji,Falkland Islands,VISA_REQUIRED
visa-requirement-13008,Fiji,Faroe Islands,VISA_REQUIRED
visa-requirement-13009,Fiji,Fiji,NOT_APPLICABLE
visa-requirement-13010,Fiji,Finland,VISA_REQUIRED
visa-requirement-13011,Fiji,France,VISA_REQUIRED
visa-requirement-13012,Fiji,French Guiana,VISA_REQUIRED
visa-requirement-13013,Fiji,French Polynesia,VISA_REQUIRED
visa-requirement-13014,Fiji,French West Indies,VISA_REQUIRED
visa-requirement-13015,Fiji,Gabon,VISA_REQUIRED
visa-requirement-13016,Fiji,Georgia,VISA_REQUIRED
visa-requirement-13017,Fiji,Germany,VISA_REQUIRED
visa-requirement-13018,Fiji,Ghana,VISA_REQUIRED
visa-requirement-13019,Fiji,Gibraltar,VISA_REQUIRED
visa-requirement-13020,Fiji,Greece,VISA_REQUIRED
visa-requirement-13021,Fiji,Greenland,VISA_REQUIRED
visa-requirement-13022,Fiji,Grenada,VISA_REQUIRED
visa-requirement-13023,Fiji,Guam,VISA_REQUIRED
visa-requirement-13024,Fiji,Guatemala,VISA_FREE
visa-requirement-13025,Fiji,Guinea,VISA_REQUIRED
visa-requirement-13026,Fiji,Guinea-Bissau,VISA_FREE
visa-requirement-13027,Fiji,Guyana,VISA_REQUIRED
visa-requirement-13028,Fiji,Haiti,VISA_FREE
visa-requirement-13029,Fiji,Honduras,VISA_REQUIRED
visa-requirement-13030,Fiji,Hong Kong (SAR China),VISA_FREE
visa-requirement-13031,Fiji,Hungary,VISA_REQUIRED
visa-requirement-13032,Fiji,Iceland,VISA_REQUIRED
visa-requirement-13033,Fiji,India,VISA_REQUIRED
visa-requirement-13034,Fiji,Indonesia,VISA_REQUIRED
visa-requirement-13035,Fiji,Iran,VISA_FREE
visa-requirement-13036,Fiji,Iraq,VISA_REQUIRED
visa-requirement-13037,Fiji,Ireland,VISA_FREE
visa-requirement-13038,Fiji,Israel,VISA_FREE
visa-requirement-13039,Fiji,Italy,VISA_REQUIRED
visa-requirement-13040,Fiji,Jamaica,VISA_FREE
visa-requirement-13041,Fiji,Japan,VISA_REQUIRED
visa-requirement-13042,Fiji,Jordan,VISA_FREE
visa-requirement-13043,Fiji,Kazakhstan,VISA_REQUIRED
visa-requirement-13044,Fiji,Kenya,VISA_FREE
visa-requirement-13045,Fiji,Kiribati,VISA_FREE
visa-requirement-13046,Fiji,Kosovo,VISA_FREE
visa-requirement-13047,Fiji,Kuwait,VISA_REQUIRED
visa-requirement-13048,Fiji,Kyrgyzstan,VISA_REQUIRED
visa-requirement-13049,Fiji,Laos,VISA_FREE
visa-requirement-13050,Fiji,Latvia,VISA_REQUIRED
visa-requirement-13051,Fiji,Lebanon,VISA_REQUIRED
visa-requirement-13052,Fiji,Lesotho,VISA_REQUIRED
visa-requirement-13053,Fiji,Liberia,VISA_REQUIRED
visa-requirement-13054,Fiji,Libya,VISA_REQUIRED
visa-requirement-13055,Fiji,Liechtenstein,VISA_REQUIRED
visa-requirement-13056,Fiji,Lithuania,VISA_REQUIRED
visa-requirement-13057,Fiji,Luxembourg,VISA_REQUIRED
visa-requirement-13058,Fiji,Macao (SAR China),VISA_FREE
visa-requirement-13059,Fiji,Madagascar,VISA_FREE
visa-requirement-13060,Fiji,Malawi,VISA_FREE
visa-requirement-13061,Fiji,Malaysia,VISA_FREE
visa-requirement-13062,Fiji,Maldives,VISA_FREE
visa-requirement-13063,Fiji,Mali,VISA_REQUIRED
visa-requirement-13064,Fiji,Malta,VISA_REQUIRED
visa-requirement-13065,Fiji,Marshall Islands,VISA_FREE
visa-requirement-13066,Fiji,Mauritania,VISA_FREE
visa-requirement-13067,Fiji,Mauritius,VISA_FREE
visa-requirement-13068,Fiji,Mayotte,VISA_REQUIRED
visa-requirement-13069,Fiji,Mexico,VISA_REQUIRED
visa-requirement-13070,Fiji,Micronesia,VISA_FREE
visa-requirement-13071,Fiji,Moldova,VISA_REQUIRED
visa-requirement-13072,Fiji,Monaco,VISA_REQUIRED
visa-requirement-13073,Fiji,Mongolia,VISA_REQUIRED
visa-requirement-13074,Fiji,Montenegro,VISA_REQUIRED
visa-requirement-13075,Fiji,Montserrat,VISA_FREE
visa-requirement-13076,Fiji,Morocco,VISA_REQUIRED
visa-requirement-13077,Fiji,Mozambique,VISA_FREE
visa-requirement-13078,Fiji,Myanmar,VISA_REQUIRED
visa-requirement-13079,Fiji,Namibia,VISA_REQUIRED
visa-requirement-13080,Fiji,Nauru,VISA_FREE
visa-requirement-13081,Fiji,Nepal,VISA_FREE
visa-requirement-13082,Fiji,Netherlands,VISA_REQUIRED
visa-requirement-13083,Fiji,New Caledonia,VISA_FREE
visa-requirement-13084,Fiji,New Zealand,VISA_REQUIRED
visa-requirement-13085,Fiji,Nicaragua,VISA_FREE
visa-requirement-13086,Fiji,Niger,VISA_REQUIRED
visa-requirement-13087,Fiji,Nigeria,VISA_REQUIRED
visa-requirement-13088,Fiji,Niue,VISA_FREE
visa-requirement-13089,Fiji,North Korea,VISA_REQUIRED
visa-requirement-13090,Fiji,North Macedonia,VISA_REQUIRED
visa-requirement-13091,Fiji,Northern Mariana Islands,VISA_REQUIRED
visa-requirement-13092,Fiji,Norway,VISA_REQUIRED
visa-requirement-13093,Fiji,Oman,VISA_REQUIRED
visa-requirement-13094,Fiji,Pakistan,VISA_REQUIRED
visa-requirement-13095,Fiji,Palau Islands,VISA_FREE
visa-requirement-13096,Fiji,Palestinian Territory,VISA_FREE
visa-requirement-13097,Fiji,Panama,VISA_FREE
visa-requirement-13098,Fiji,Papua New Guinea,VISA_FREE
visa-requirement-13099,Fiji,Paraguay,VISA_REQUIRED
visa-requirement-13100,Fiji,Peru,VISA_FREE
visa-requirement-13101,Fiji,Philippines,VISA_FREE
visa-requirement-13102,Fiji,Poland,VISA_REQUIRED
visa-requirement-13103,Fiji,Portugal,VISA_REQUIRED
visa-requirement-13104,Fiji,Puerto Rico,VISA_REQUIRED
visa-requirement-13105,Fiji,Qatar,VISA_REQUIRED
visa-requirement-13106,Fiji,Reunion,VISA_REQUIRED
visa-requirement-13107,Fiji,Romania,VISA_REQUIRED
visa-requirement-13108,Fiji,Russian Federation,VISA_FREE
visa-requirement-13109,Fiji,Rwanda,VISA_FREE
visa-requirement-13110,Fiji,Samoa,VISA_FREE
visa-requirement-13111,Fiji,San Marino,VISA_REQUIRED
visa-requirement-13112,Fiji,Sao Tome and Principe,VISA_REQUIRED
visa-requirement-13113,Fiji,Saudi Arabia,VISA_REQUIRED
visa-requirement-13114,Fiji,Senegal,VISA_FREE
visa-requirement-13115,Fiji,Serbia,VISA_REQUIRED
visa-requirement-13116,Fiji,Seychelles,VISA_FREE
visa-requirement-13117,Fiji,Sierra Leone,VISA_FREE
visa-requirement-13118,Fiji,Singapore,VISA_FREE
visa-requirement-13119,Fiji,Slovakia,VISA_REQUIRED
visa-requirement-13120,Fiji,Slovenia,VISA_REQUIRED
visa-requirement-13121,Fiji,Solomon Islands,VISA_FREE
visa-requirement-13122,Fiji,Somalia,VISA_FREE
visa-requirement-13123,Fiji,South Africa,VISA_REQUIRED
visa-requirement-13124,Fiji,South Korea,VISA_FREE
visa-requirement-13125,Fiji,South Sudan,VISA_REQUIRED
visa-requirement-13126,Fiji,Spain,VISA_REQUIRED
visa-requirement-13127,Fiji,Sri Lanka,VISA_FREE
visa-requirement-13128,Fiji,St. Helena,VISA_REQUIRED
visa-requirement-13129,Fiji,St. Kitts and Nevis,VISA_FREE
visa-requirement-13130,Fiji,St. Lucia,VISA_FREE
visa-requirement-13131,Fiji,St. Maarten,VISA_REQUIRED
visa-requirement-13132,Fiji,St. Vincent and the Grenadines,VISA_FREE
visa-requirement-13133,Fiji,Sudan,VISA_REQUIRED
visa-requirement-13134,Fiji,Suriname,VISA_FREE
visa-requirement-13135,Fiji,Sweden,VISA_REQUIRED
visa-requirement-13136,Fiji,Switzerland,VISA_REQUIRED
visa-requirement-13137,Fiji,Syria,VISA_REQUIRED
visa-requirement-13138,Fiji,Taiwan (Chinese Taipei),VISA_REQUIRED
visa-requirement-13139,Fiji,Tajikistan,VISA_REQUIRED
visa-requirement-13140,Fiji,Tanzania,VISA_FREE
visa-requirement-13141,Fiji,Thailand,VISA_FREE
visa-requirement-13142,Fiji,The Gambia,VISA_FREE
visa-requirement-13143,Fiji,Timor-Leste,VISA_FREE
visa-requirement-13144,Fiji,Togo,VISA_FREE
visa-requirement-13145,Fiji,Tonga,VISA_FREE
visa-requirement-13146,Fiji,Trinidad and Tobago,VISA_REQUIRED
visa-requirement-13147,Fiji,Tunisia,VISA_FREE
visa-requirement-13148,Fiji,Turkmenistan,VISA_REQUIRED
visa-requirement-13149,Fiji,Turks and Caicos Islands,VISA_FREE
visa-requirement-13150,Fiji,Tuvalu,VISA_FREE
visa-requirement-13151,Fiji,Türkiye,VISA_REQUIRED
visa-requirement-13152,Fiji,US Virgin Islands,VISA_REQUIRED
visa-requirement-13153,Fiji,Uganda,VISA_FREE
visa-requirement-13154,Fiji,Ukraine,VISA_REQUIRED
visa-requirement-13155,Fiji,United Arab Emirates,VISA_REQUIRED
visa-requirement-13156,Fiji,United Kingdom,VISA_REQUIRED
visa-requirement-13157,Fiji,United States,VISA_REQUIRED
visa-requirement-13158,Fiji,Uruguay,VISA_REQUIRED
visa-requirement-13159,Fiji,Uzbekistan,VISA_REQUIRED
visa-requirement-13160,Fiji,Vanuatu,VISA_FREE
visa-requirement-13161,Fiji,Vatican City,VISA_REQUIRED
visa-requirement-13162,Fiji,Venezuela,VISA_REQUIRED
visa-requirement-13163,Fiji,Vietnam,VISA_REQUIRED
visa-requirement-13164,Fiji,Yemen,VISA_REQUIRED
visa-requirement-13165,Fiji,Zambia,VISA_FREE
visa-requirement-13166,Fiji,Zimbabwe,VISA_FREE
visa-requirement-13167,Fiji,eSwatini,VISA_REQUIRED
visa-requirement-13168,Finland,Afghanistan,VISA_REQUIRED
visa-requirement-13169,Finland,Albania,VISA_FREE
visa-requirement-13170,Finland,Algeria,VISA_REQUIRED
visa-requirement-13171,Finland,American Samoa,VISA_FREE
visa-requirement-13172,Finland,Andorra,VISA_FREE
visa-requirement-13173,Finland,Angola,VISA_REQUIRED
visa-requirement-13174,Finland,Anguilla,VISA_FREE
visa-requirement-13175,Finland,Antigua and Barbuda,VISA_FREE
visa-requirement-13176,Finland,Argentina,VISA_FREE
visa-requirement-13177,Finland,Armenia,VISA_FREE
visa-requirement-13178,Finland,Aruba,VISA_FREE
visa-requirement-13179,Finland,Australia,VISA_FREE
visa-requirement-13180,Finland,Austria,VISA_FREE
visa-requirement-13181,Finland,Azerbaijan,VISA_REQUIRED
visa-requirement-13182,Finland,Bahamas,VISA_FREE
visa-requirement-13183,Finland,Bahrain,VISA_FREE
visa-requirement-13184,Finland,Bangladesh,VISA_FREE
visa-requirement-13185,Finland,Barbados,VISA_FREE
visa-requirement-13186,Finland,Belarus,VISA_FREE
visa-requirement-13187,Finland,Belgium,VISA_FREE
visa-requirement-13188,Finland,Belize,VISA_FREE
visa-requirement-13189,Finland,Benin,VISA_REQUIRED
visa-requirement-13190,Finland,Bermuda,VISA_FREE
visa-requirement-13191,Finland,Bhutan,VISA_REQUIRED
visa-requirement-13192,Finland,Bolivia,VISA_FREE
visa-requirement-13193,Finland,Bonaire; St. Eustatius and Saba,VISA_FREE
visa-requirement-13194,Finland,Bosnia and Herzegovina,VISA_FREE
visa-requirement-13195,Finland,Botswana,VISA_FREE
visa-requirement-13196,Finland,Brazil,VISA_FREE
visa-requirement-13197,Finland,British Virgin Islands,VISA_FREE
visa-requirement-13198,Finland,Brunei,VISA_FREE
visa-requirement-13199,Finland,Bulgaria,VISA_FREE
visa-requirement-13200,Finland,Burkina Faso,VISA_FREE
visa-requirement-13201,Finland,Burundi,VISA_FREE
visa-requirement-13202,Finland,Cambodia,VISA_FREE
visa-requirement-13203,Finland,Cameroon,VISA_REQUIRED
visa-requirement-13204,Finland,Canada,VISA_FREE
visa-requirement-13205,Finland,Cape Verde Islands,VISA_FREE
visa-requirement-13206,Finland,Cayman Islands,VISA_FREE
visa-requirement-13207,Finland,Central African Republic,VISA_REQUIRED
visa-requirement-13208,Finland,Chad,VISA_REQUIRED
visa-requirement-13209,Finland,Chile,VISA_FREE
visa-requirement-13210,Finland,China,VISA_REQUIRED
visa-requirement-13211,Finland,Colombia,VISA_FREE
visa-requirement-13212,Finland,Comoro Islands,VISA_FREE
visa-requirement-13213,Finland,Congo (Dem. Rep.),VISA_REQUIRED
visa-requirement-13214,Finland,Congo (Rep.),VISA_REQUIRED
visa-requirement-13215,Finland,Cook Islands,VISA_FREE
visa-requirement-13216,Finland,Costa Rica,VISA_FREE
visa-requirement-13217,Finland,Cote d'Ivoire,VISA_REQUIRED
visa-requirement-13218,Finland,Croatia,VISA_FREE
visa-requirement-13219,Finland,Cuba,VISA_REQUIRED
visa-requirement-13220,Finland,Curacao,VISA_FREE
visa-requirement-13221,Finland,Cyprus,VISA_FREE
visa-requirement-13222,Finland,Czech Republic,VISA_FREE
visa-requirement-13223,Finland,Denmark,VISA_FREE
visa-requirement-13224,Finland,Djibouti,VISA_REQUIRED
visa-requirement-13225,Finland,Dominica,VISA_FREE
visa-requirement-13226,Finland,Dominican Republic,VISA_FREE
visa-requirement-13227,Finland,Ecuador,VISA_FREE
visa-requirement-13228,Finland,Egypt,VISA_FREE
visa-requirement-13229,Finland,El Salvador,VISA_FREE
visa-requirement-13230,Finland,Equatorial Guinea,VISA_REQUIRED
visa-requirement-13231,Finland,Eritrea,VISA_REQUIRED
visa-requirement-13232,Finland,Estonia,VISA_FREE
visa-requirement-13233,Finland,Ethiopia,VISA_FREE
visa-requirement-13234,Finland,Falkland Islands,VISA_FREE
visa-requirement-13235,Finland,Faroe Islands,VISA_FREE
visa-requirement-13236,Finland,Fiji,VISA_FREE
visa-requirement-13237,Finland,Finland,NOT_APPLICABLE
visa-requirement-13238,Finland,France,VISA_FREE
visa-requirement-13239,Finland,French Guiana,VISA_FREE
visa-requirement-13240,Finland,French Polynesia,VISA_FREE
visa-requirement-13241,Finland,French West Indies,VISA_FREE
visa-requirement-13242,Finland,Gabon,VISA_FREE
visa-requirement-13243,Finland,Georgia,VISA_FREE
visa-requirement-13244,Finland,Germany,VISA_FREE
visa-requirement-13245,Finland,Ghana,VISA_REQUIRED
visa-requirement-13246,Finland,Gibraltar,VISA_FREE
visa-requirement-13247,Finland,Greece,VISA_FREE
visa-requirement-13248,Finland,Greenland,VISA_FREE
visa-requirement-13249,Finland,Grenada,VISA_FREE
visa-requirement-13250,Finland,Guam,VISA_FREE
visa-requirement-13251,Finland,Guatemala,VISA_FREE
visa-requirement-13252,Finland,Guinea,VISA_REQUIRED
visa-requirement-13253,Finland,Guinea-Bissau,VISA_FREE
visa-requirement-13254,Finland,Guyana,VISA_FREE
visa-requirement-13255,Finland,Haiti,VISA_FREE
visa-requirement-13256,Finland,Honduras,VISA_FREE
visa-requirement-13257,Finland,Hong Kong (SAR China),VISA_FREE
visa-requirement-13258,Finland,Hungary,VISA_FREE
visa-requirement-13259,Finland,Iceland,VISA_FREE
visa-requirement-13260,Finland,India,VISA_REQUIRED
visa-requirement-13261,Finland,Indonesia,VISA_FREE
visa-requirement-13262,Finland,Iran,VISA_FREE
visa-requirement-13263,Finland,Iraq,VISA_FREE
visa-requirement-13264,Finland,Ireland,VISA_FREE
visa-requirement-13265,Finland,Israel,VISA_FREE
visa-requirement-13266,Finland,Italy,VISA_FREE
visa-requirement-13267,Finland,Jamaica,VISA_FREE
visa-requirement-13268,Finland,Japan,VISA_FREE
visa-requirement-13269,Finland,Jordan,VISA_FREE
visa-requirement-13270,Finland,Kazakhstan,VISA_FREE
visa-requirement-13271,Finland,Kenya,VISA_REQUIRED
visa-requirement-13272,Finland,Kiribati,VISA_FREE
visa-requirement-13273,Finland,Kosovo,VISA_FREE
visa-requirement-13274,Finland,Kuwait,VISA_FREE
visa-requirement-13275,Finland,Kyrgyzstan,VISA_FREE
visa-requirement-13276,Finland,Laos,VISA_FREE
visa-requirement-13277,Finland,Latvia,VISA_FREE
visa-requirement-13278,Finland,Lebanon,VISA_FREE
visa-requirement-13279,Finland,Lesotho,VISA_FREE
visa-requirement-13280,Finland,Liberia,VISA_REQUIRED
visa-requirement-13281,Finland,Libya,VISA_REQUIRED
visa-requirement-13282,Finland,Liechtenstein,VISA_FREE
visa-requirement-13283,Finland,Lithuania,VISA_FREE
visa-requirement-13284,Finland,Luxembourg,VISA_FREE
visa-requirement-13285,Finland,Macao (SAR China),VISA_FREE
visa-requirement-13286,Finland,Madagascar,VISA_FREE
visa-requirement-13287,Finland,Malawi,VISA_FREE
visa-requirement-13288,Finland,Malaysia,VISA_FREE
visa-requirement-13289,Finland,Maldives,VISA_FREE
visa-requirement-13290,Finland,Mali,VISA_REQUIRED
visa-requirement-13291,Finland,Malta,VISA_FREE
visa-requirement-13292,Finland,Marshall Islands,VISA_FREE
visa-requirement-13293,Finland,Mauritania,VISA_FREE
visa-requirement-13294,Finland,Mauritius,VISA_FREE
visa-requirement-13295,Finland,Mayotte,VISA_FREE
visa-requirement-13296,Finland,Mexico,VISA_FREE
visa-requirement-13297,Finland,Micronesia,VISA_FREE
visa-requirement-13298,Finland,Moldova,VISA_FREE
visa-requirement-13299,Finland,Monaco,VISA_FREE
visa-requirement-13300,Finland,Mongolia,VISA_FREE
visa-requirement-13301,Finland,Montenegro,VISA_FREE
visa-requirement-13302,Finland,Montserrat,VISA_FREE
visa-requirement-13303,Finland,Morocco,VISA_FREE
visa-requirement-13304,Finland,Mozambique,VISA_FREE
visa-requirement-13305,Finland,Myanmar,VISA_REQUIRED
visa-requirement-13306,Finland,Namibia,VISA_FREE
visa-requirement-13307,Finland,Nauru,VISA_REQUIRED
visa-requirement-13308,Finland,Nepal,VISA_FREE
visa-requirement-13309,Finland,Netherlands,VISA_FREE
visa-requirement-13310,Finland,New Caledonia,VISA_FREE
visa-requirement-13311,Finland,New Zealand,VISA_FREE
visa-requirement-13312,Finland,Nicaragua,VISA_FREE
visa-requirement-13313,Finland,Niger,VISA_REQUIRED
visa-requirement-13314,Finland,Nigeria,VISA_REQUIRED
visa-requirement-13315,Finland,Niue,VISA_FREE
visa-requirement-13316,Finland,North Korea,VISA_REQUIRED
visa-requirement-13317,Finland,North Macedonia,VISA_FREE
visa-requirement-13318,Finland,Northern Mariana Islands,VISA_FREE
visa-requirement-13319,Finland,Norway,VISA_FREE
visa-requirement-13320,Finland,Oman,VISA_FREE
visa-requirement-13321,Finland,Pakistan,VISA_FREE
visa-requirement-13322,Finland,Palau Islands,VISA_FREE
visa-requirement-13323,Finland,Palestinian Territory,VISA_FREE
visa-requirement-13324,Finland,Panama,VISA_FREE
visa-requirement-13325,Finland,Papua New Guinea,VISA_FREE
